Current	Voltage	Int_Temp	Ext_Temp	H_Temp	Dt_cycle	Wor_State	Short_cir	over_load	Ovr_Heat	Blk_Shaft
1.23	11.66	67.00	56.00	61.00	100.00	1	0	0	1	0
1.26	11.66	67.00	56.00	61.00	100.00	1	0	0	1	0
1.23	11.66	67.00	56.00	61.00	100.00	1	0	0	1	0
1.25	11.66	67.00	56.00	61.00	99.00	1	0	0	1	0
1.08	11.62	67.00	56.00	61.00	100.00	1	0	0	1	0
1.24	11.65	67.00	56.00	61.00	99.00	1	0	0	1	0
1.27	11.65	67.00	56.00	60.50	100.00	1	0	0	1	0
1.25	11.67	67.00	56.00	61.00	100.00	1	0	0	1	0
1.24	11.66	67.00	56.00	61.00	100.00	1	0	0	1	0
1.25	11.66	67.00	56.00	61.00	100.00	1	0	0	1	0
1.22	11.66	67.00	56.00	61.00	100.00	1	0	0	1	0
1.24	11.66	67.00	56.00	60.50	100.00	1	0	0	1	0
1.24	11.66	67.00	56.00	61.00	99.00	1	0	0	1	0
1.27	11.66	67.00	56.00	61.00	99.00	1	0	0	1	0
1.28	11.66	67.00	56.00	61.00	100.00	1	0	0	1	0
1.25	11.66	67.00	56.00	61.00	100.00	1	0	0	1	0
1.26	11.66	67.00	56.00	61.00	100.00	1	0	0	1	0
1.25	11.66	67.00	56.00	61.00	100.00	1	0	0	1	0
1.26	11.66	67.00	56.00	61.00	99.00	1	0	0	1	0
1.09	11.61	67.00	56.00	61.00	100.00	1	0	0	1	0
1.26	11.65	67.00	56.00	61.00	100.00	1	0	0	1	0
1.25	11.66	67.00	56.00	60.50	100.00	1	0	0	1	0
1.25	11.66	67.00	56.00	61.00	99.00	1	0	0	1	0
1.27	11.67	67.00	56.00	61.00	100.00	1	0	0	1	0
1.26	11.67	67.00	56.00	61.00	100.00	1	0	0	1	0
1.26	11.66	67.00	56.00	60.50	100.00	1	0	0	1	0
1.26	11.67	67.00	56.00	61.00	100.00	1	0	0	1	0
1.23	11.66	67.00	56.00	61.00	100.00	1	0	0	1	0
1.21	11.66	67.00	56.00	60.50	100.00	1	0	0	1	0
1.24	11.66	67.00	56.00	60.50	100.00	1	0	0	1	0
1.26	11.66	67.00	56.00	61.00	100.00	1	0	0	1	0
1.26	11.68	67.00	56.00	60.50	99.00	1	0	0	1	0
1.25	11.67	67.00	56.00	61.00	100.00	1	0	0	1	0
1.24	11.67	67.00	56.00	60.50	99.00	1	0	0	1	0
1.10	11.63	67.00	56.00	61.00	99.00	1	0	0	1	0
1.21	11.67	67.00	56.00	61.00	100.00	1	0	0	1	0
1.23	11.66	67.00	56.00	60.50	99.00	1	0	0	1	0
1.22	11.66	67.00	56.00	60.50	100.00	1	0	0	1	0
1.25	11.67	67.00	56.00	61.00	100.00	1	0	0	1	0
1.26	11.65	67.00	56.00	61.00	100.00	1	0	0	1	0
1.23	11.68	67.00	56.00	60.50	100.00	1	0	0	1	0
1.28	11.67	67.00	56.00	61.00	99.00	1	0	0	1	0
1.24	11.66	67.00	56.00	60.50	100.00	1	0	0	1	0
1.22	11.66	67.00	56.00	60.50	100.00	1	0	0	1	0
1.23	11.66	67.00	56.00	60.50	100.00	1	0	0	1	0
1.24	11.67	67.00	56.00	60.50	100.00	1	0	0	1	0
1.25	11.67	67.00	56.00	60.50	100.00	1	0	0	1	0
1.24	11.67	67.00	56.00	60.50	100.00	1	0	0	1	0
1.25	11.66	67.00	56.00	60.50	99.00	1	0	0	1	0
1.11	11.62	67.00	56.00	60.50	100.00	1	0	0	1	0
1.23	11.66	67.50	56.00	60.50	99.00	1	0	0	1	0
1.19	11.68	67.50	56.00	60.50	99.00	1	0	0	1	0
1.24	11.66	67.50	56.00	60.50	100.00	1	0	0	1	0
1.25	11.66	67.50	56.00	60.50	100.00	1	0	0	1	0
1.26	11.66	67.50	56.00	60.50	100.00	1	0	0	1	0
1.27	11.66	67.50	56.00	60.50	99.00	1	0	0	1	0
1.23	11.66	67.50	56.00	60.50	100.00	1	0	0	1	0
1.25	11.68	67.50	56.00	60.50	100.00	1	0	0	1	0
1.26	11.66	67.50	56.00	60.50	99.00	1	0	0	1	0
1.24	11.66	67.50	56.00	60.50	100.00	1	0	0	1	0
1.26	11.65	67.50	56.00	60.50	100.00	1	0	0	1	0
1.24	11.65	67.50	56.00	60.50	100.00	1	0	0	1	0
1.27	11.65	67.50	56.00	60.50	100.00	1	0	0	1	0
1.25	11.66	67.50	56.00	60.50	99.00	1	0	0	1	0
1.13	11.62	67.50	56.00	60.50	100.00	1	0	0	1	0
1.28	11.67	67.50	56.00	60.50	100.00	1	0	0	1	0
1.21	11.67	67.50	56.00	60.50	99.00	1	0	0	1	0
1.24	11.67	67.50	56.00	60.50	99.00	1	0	0	1	0
1.22	11.68	67.50	56.00	60.50	100.00	1	0	0	1	0
1.23	11.67	67.50	56.00	60.50	100.00	1	0	0	1	0
1.24	11.67	67.50	56.00	60.50	100.00	1	0	0	1	0
1.24	11.66	67.50	56.00	60.50	99.00	1	0	0	1	0
1.25	11.67	67.50	56.00	60.50	100.00	1	0	0	1	0
1.26	11.66	67.50	56.00	60.50	100.00	1	0	0	1	0
1.17	5.45	28.50	27.50	29.00	32.00	1	0	0	0	1
1.16	5.41	28.50	27.50	29.00	32.00	1	0	0	0	1
1.12	3.89	28.50	27.50	29.00	32.00	1	0	0	0	1
1.11	3.18	28.50	27.50	29.00	32.00	1	0	0	0	1
1.13	3.10	28.50	27.50	29.00	32.00	1	0	0	0	1
1.15	3.06	28.50	27.50	29.00	32.00	1	0	0	0	1
1.15	3.04	28.50	27.50	29.00	32.00	1	0	0	0	1
1.14	3.01	28.50	27.50	29.00	32.00	1	0	0	0	1
1.16	3.01	28.50	27.50	29.00	32.00	1	0	0	0	1
1.14	2.99	28.50	27.50	29.00	34.00	1	0	0	0	1
1.06	2.98	28.50	27.50	29.00	38.00	1	0	0	0	1
1.20	3.08	28.50	27.50	29.00	41.00	1	0	0	0	1
1.48	3.28	28.50	27.50	29.00	45.00	1	0	0	0	1
1.49	3.73	28.50	27.50	29.00	46.00	1	0	0	0	1
1.78	3.86	28.50	27.50	29.00	46.00	1	0	0	0	1
1.88	3.80	28.50	27.50	29.00	46.00	1	0	0	0	1
1.89	3.82	28.50	27.50	29.00	46.00	1	0	0	0	1
1.69	4.03	28.50	27.50	29.00	45.00	1	0	0	0	1
1.61	4.28	28.50	27.50	29.00	45.00	1	0	0	0	1
1.54	4.23	28.50	27.50	29.00	45.00	1	0	0	0	1
1.65	3.99	28.50	27.50	29.00	45.00	1	0	0	0	1
1.73	3.87	28.50	27.50	29.00	45.00	1	0	0	0	1
1.83	3.75	28.50	27.50	29.00	45.00	1	0	0	0	1
1.92	3.69	28.50	27.50	29.50	45.00	1	0	0	0	1
1.83	3.72	28.50	27.50	29.50	46.00	1	0	0	0	1
1.81	3.73	28.50	27.50	29.50	47.00	1	0	0	0	1
1.89	3.80	28.50	27.50	29.50	49.00	1	0	0	0	1
2.02	3.82	28.50	27.50	29.50	50.00	1	0	0	0	1
1.98	4.04	28.50	27.50	29.50	50.00	1	0	0	0	1
2.12	4.06	28.50	27.50	29.50	50.00	1	0	0	0	1
2.08	4.04	28.50	27.50	29.50	51.00	1	0	0	0	1
2.20	4.01	28.50	27.50	29.50	51.00	1	0	0	0	1
2.19	4.06	28.50	27.50	29.50	52.00	1	0	0	0	1
2.26	4.08	28.50	27.50	29.50	55.00	1	0	0	0	1
2.33	4.16	28.50	27.50	29.50	56.00	1	0	0	0	1
2.44	4.28	28.50	27.50	29.50	56.00	1	0	0	0	1
2.53	4.33	28.50	27.50	29.50	56.00	1	0	0	0	1
2.54	4.33	28.50	27.50	29.50	56.00	1	0	0	0	1
2.53	4.32	28.50	27.50	29.50	59.00	1	0	0	0	1
2.57	4.35	28.50	27.50	30.00	62.00	1	0	0	0	1
2.74	4.47	28.50	27.50	30.00	65.00	1	0	0	0	1
2.87	4.63	28.50	27.50	30.00	70.00	1	0	0	0	1
3.05	4.77	28.50	27.50	30.00	77.00	1	0	0	0	1
3.36	4.41	28.50	27.50	30.00	80.00	1	0	0	0	1
3.34	4.10	28.50	27.50	30.00	80.00	1	0	0	0	1
3.27	3.82	28.50	27.50	30.00	84.00	1	0	0	0	1
3.26	3.79	28.50	27.50	30.00	92.00	1	0	0	0	1
1.70	3.13	28.50	27.50	30.00	96.00	1	0	0	0	1
-6.06	2.47	28.50	27.50	30.50	77.00	1	0	0	0	1
-6.37	2.17	28.50	27.50	30.50	77.00	1	0	0	0	1
3.30	4.11	28.50	27.50	30.50	99.00	1	0	0	0	1
3.30	4.10	28.50	27.50	30.50	99.00	1	0	0	0	1
-6.50	2.00	28.50	27.50	30.50	77.00	1	0	0	0	1
-6.51	1.97	28.50	27.50	30.50	77.00	1	0	0	0	1
3.34	4.06	28.50	27.50	30.50	99.00	1	0	0	0	1
3.35	4.07	28.50	27.50	31.00	99.00	1	0	0	0	1
-6.48	1.97	28.50	27.50	31.00	77.00	1	0	0	0	1
-6.50	1.96	28.50	27.50	31.00	77.00	1	0	0	0	1
3.33	4.06	28.50	27.50	31.00	99.00	1	0	0	0	1
3.31	4.06	28.50	27.50	31.00	99.00	1	0	0	0	1
-6.49	1.98	28.50	27.50	31.50	77.00	1	0	0	0	1
-6.49	1.96	28.50	27.50	31.50	77.00	1	0	0	0	1
3.33	4.05	28.50	27.50	31.50	99.00	1	0	0	0	1
3.34	4.06	28.50	27.50	31.50	98.00	1	0	0	0	1
-6.50	1.98	28.50	27.50	31.50	71.00	1	0	0	0	1
-6.41	2.05	28.50	27.50	32.00	66.00	1	0	0	0	1
3.33	4.32	28.50	27.50	32.00	81.00	1	0	0	0	1
3.31	4.45	28.50	27.50	32.00	78.00	1	0	0	0	1
3.17	3.62	28.50	27.50	32.00	78.00	1	0	0	0	1
3.32	3.97	28.50	27.50	32.00	78.00	1	0	0	0	1
3.33	4.06	28.50	27.50	32.50	71.00	1	0	0	0	1
3.17	4.07	28.50	27.50	32.50	68.00	1	0	0	0	1
3.38	4.34	28.50	27.50	32.50	65.00	1	0	0	0	1
3.40	4.49	28.50	27.50	32.50	64.00	1	0	0	0	1
3.21	4.40	28.50	27.50	33.00	64.00	1	0	0	0	1
3.16	4.37	28.50	27.50	33.00	64.00	1	0	0	0	1
3.11	4.42	28.50	27.50	33.00	64.00	1	0	0	0	1
3.17	4.40	28.50	27.50	33.00	64.00	1	0	0	0	1
3.13	4.39	28.50	27.50	33.50	64.00	1	0	0	0	1
3.17	4.40	28.50	27.50	33.50	64.00	1	0	0	0	1
3.13	4.38	28.50	27.50	33.50	64.00	1	0	0	0	1
3.17	4.38	28.50	27.50	33.50	64.00	1	0	0	0	1
3.13	4.42	28.50	27.50	34.00	64.00	1	0	0	0	1
3.09	4.37	28.50	27.50	34.00	64.00	1	0	0	0	1
3.16	4.40	28.50	27.50	34.00	65.00	1	0	0	0	1
3.14	4.36	28.50	27.50	34.50	68.00	1	0	0	0	1
3.11	4.40	28.50	27.50	34.50	72.00	1	0	0	0	1
3.40	4.51	28.50	27.50	34.50	76.00	1	0	0	0	1
3.40	4.33	28.50	27.50	34.50	80.00	1	0	0	0	1
3.37	4.16	28.50	27.50	35.00	81.00	1	0	0	0	1
3.25	3.79	28.50	27.50	35.00	82.00	1	0	0	0	1
3.12	3.51	28.50	27.50	35.00	83.00	1	0	0	0	1
2.99	3.40	28.50	27.50	35.50	83.00	1	0	0	0	1
2.82	3.29	28.50	27.50	35.50	84.00	1	0	0	0	1
2.65	3.25	28.50	27.50	35.50	84.00	1	0	0	0	1
1.79	3.15	28.50	27.50	36.00	82.00	1	0	0	0	1
1.82	3.15	28.50	27.50	36.00	83.00	1	0	0	0	1
2.98	3.40	28.50	27.50	36.00	85.00	1	0	0	0	1
2.92	3.34	28.50	27.50	36.50	85.00	1	0	0	0	1
1.12	3.11	28.50	27.50	36.50	81.00	1	0	0	0	1
0.31	3.06	28.50	27.50	36.50	80.00	1	0	0	0	1
3.04	3.64	28.50	27.50	37.00	87.00	1	0	0	0	1
3.23	3.72	28.50	27.50	37.00	89.00	1	0	0	0	1
-2.92	2.89	29.00	27.50	37.00	77.00	1	0	0	0	1
-5.51	2.75	29.00	27.50	37.50	71.00	1	0	0	0	1
3.35	4.21	28.50	27.50	37.50	90.00	1	0	0	0	1
3.34	4.47	28.50	27.50	37.50	90.00	1	0	0	0	1
-5.64	2.64	29.00	27.50	38.00	71.00	1	0	0	0	1
-5.66	2.67	29.00	27.50	38.00	71.00	1	0	0	0	1
3.41	4.47	28.50	27.50	38.00	90.00	1	0	0	0	1
3.42	4.46	28.50	27.50	38.00	90.00	1	0	0	0	1
-5.55	2.63	29.00	27.50	38.50	71.00	1	0	0	0	1
-5.56	2.61	29.00	27.50	38.50	71.00	1	0	0	0	1
3.41	4.45	28.50	27.50	38.50	90.00	1	0	0	0	1
3.38	4.45	28.50	27.50	39.00	89.00	1	0	0	0	1
-5.39	2.67	29.00	28.00	39.00	69.00	1	0	0	0	1
-5.49	2.67	29.00	27.50	39.50	67.00	1	0	0	0	1
3.31	4.54	28.50	27.50	39.50	84.00	1	0	0	0	1
3.31	4.49	28.50	27.50	39.50	83.00	1	0	0	0	1
2.16	3.20	29.00	27.50	39.50	80.00	1	0	0	0	1
2.89	3.36	29.00	27.50	40.00	82.00	1	0	0	0	1
3.20	3.69	29.00	27.50	40.00	82.00	1	0	0	0	1
3.03	3.47	29.00	27.50	40.00	82.00	1	0	0	0	1
3.09	3.53	29.00	27.50	40.50	81.00	1	0	0	0	1
3.09	3.50	29.00	27.50	40.50	81.00	1	0	0	0	1
3.15	3.59	29.00	27.50	40.50	81.00	1	0	0	0	1
3.14	3.52	29.00	27.50	41.00	81.00	1	0	0	0	1
3.10	3.64	29.00	27.50	41.00	81.00	1	0	0	0	1
3.13	3.51	29.00	27.50	41.00	81.00	1	0	0	0	1
3.12	3.58	29.00	27.50	41.50	81.00	1	0	0	0	1
3.12	3.52	29.00	27.50	41.50	81.00	1	0	0	0	1
2.99	3.60	29.00	27.50	41.50	81.00	1	0	0	0	1
3.17	3.62	29.00	27.50	42.00	81.00	1	0	0	0	1
3.14	3.57	29.00	27.50	42.00	81.00	1	0	0	0	1
3.12	3.54	29.00	27.50	42.00	81.00	1	0	0	0	1
3.13	3.51	29.00	27.50	42.50	81.00	1	0	0	0	1
3.15	3.55	29.00	27.50	42.50	81.00	1	0	0	0	1
3.10	3.48	29.00	27.50	42.50	82.00	1	0	0	0	1
3.07	3.54	29.00	27.50	43.00	83.00	1	0	0	0	1
3.03	3.38	29.00	27.50	43.00	83.00	1	0	0	0	1
2.82	3.26	29.00	27.50	43.00	84.00	1	0	0	0	1
2.62	3.22	29.00	27.50	43.50	83.00	1	0	0	0	1
1.84	3.16	29.00	27.50	43.50	82.00	1	0	0	0	1
2.67	3.24	29.00	27.50	43.50	83.00	1	0	0	0	1
3.02	3.42	29.00	27.50	44.00	85.00	1	0	0	0	1
2.81	3.32	29.00	27.50	44.00	84.00	1	0	0	0	1
0.77	3.07	29.00	27.50	44.00	80.00	1	0	0	0	1
2.31	3.18	29.00	27.50	44.00	84.00	1	0	0	0	1
3.28	3.79	29.00	27.50	44.50	85.00	1	0	0	0	1
2.31	3.18	29.00	27.50	44.50	83.00	1	0	0	0	1
-0.06	3.02	29.00	27.50	45.00	79.00	1	0	0	0	1
2.92	3.32	29.00	27.50	45.00	85.00	1	0	0	0	1
3.32	3.90	29.00	27.50	45.00	87.00	1	0	0	0	1
0.02	3.03	29.00	27.50	45.00	82.00	1	0	0	0	1
-2.92	2.86	29.00	28.00	45.50	74.00	1	0	0	0	1
3.09	3.42	29.00	27.50	45.50	86.00	1	0	0	0	1
3.40	4.29	29.00	27.50	45.50	87.00	1	0	0	0	1
-2.03	2.92	29.00	28.00	46.00	75.00	1	0	0	0	1
-3.45	2.84	29.00	28.00	46.00	74.00	1	0	0	0	1
3.40	4.25	29.00	27.50	46.00	87.00	1	0	0	0	1
3.38	4.33	29.00	27.50	46.00	85.00	1	0	0	0	1
-2.32	2.94	29.00	28.00	46.50	73.00	1	0	0	0	1
1.00	3.09	29.00	28.00	46.50	76.00	1	0	0	0	1
3.41	4.33	29.00	27.50	46.50	81.00	1	0	0	0	1
3.37	4.21	29.00	27.50	47.00	81.00	1	0	0	0	1
3.13	3.52	29.00	27.50	47.00	80.00	1	0	0	0	1
3.14	3.51	29.00	27.50	47.00	78.00	1	0	0	0	1
3.27	3.74	29.00	27.50	47.50	76.00	1	0	0	0	1
3.35	4.15	29.00	27.50	47.50	75.00	1	0	0	0	1
3.37	4.19	29.00	27.50	47.50	72.00	1	0	0	0	1
3.38	4.27	29.00	27.50	47.50	71.00	1	0	0	0	1
3.40	4.36	29.00	27.50	48.00	69.00	1	0	0	0	1
3.42	4.43	29.00	27.50	48.00	66.00	1	0	0	0	1
3.41	4.51	29.00	27.50	48.00	63.00	1	0	0	0	1
3.28	4.44	29.00	27.50	48.50	59.00	1	0	0	0	1
3.06	4.32	29.00	27.50	48.50	61.00	1	0	0	0	1
2.70	4.17	29.00	27.50	48.50	61.00	1	0	0	0	1
2.95	4.23	29.00	27.50	49.00	60.00	1	0	0	0	1
2.94	4.24	29.00	27.50	49.00	57.00	1	0	0	0	1
2.85	4.19	29.00	27.50	49.00	55.00	1	0	0	0	1
2.74	4.10	29.00	28.00	49.00	53.00	1	0	0	0	1
2.60	3.99	29.00	28.00	49.50	51.00	1	0	0	0	1
2.49	3.92	29.00	27.50	49.50	49.00	1	0	0	0	1
2.36	3.83	29.00	28.00	49.50	47.00	1	0	0	0	1
2.26	3.77	29.00	28.00	50.00	45.00	1	0	0	0	1
2.12	3.64	29.00	28.00	50.00	45.00	1	0	0	0	1
2.00	3.54	29.00	27.50	50.00	44.00	1	0	0	0	1
2.01	3.54	29.00	28.00	50.50	40.00	1	0	0	0	1
1.98	3.50	29.00	28.00	50.50	36.00	1	0	0	0	1
1.76	3.31	29.00	28.00	50.50	32.00	1	0	0	0	1
1.49	3.03	29.00	28.00	51.00	29.00	1	0	0	0	1
1.17	2.83	29.00	28.00	51.00	27.00	1	0	0	0	1
1.14	2.63	29.00	28.00	51.00	23.00	1	0	0	0	1
1.01	2.44	29.00	28.00	51.50	23.00	1	0	0	0	1
0.83	2.18	29.00	28.00	51.50	22.00	1	0	0	0	1
0.82	2.15	29.00	28.00	51.50	18.00	1	0	0	0	1
0.77	2.12	29.00	28.00	51.50	14.00	1	0	0	0	1
0.61	1.75	29.00	28.00	52.00	11.00	1	0	0	0	1
0.44	1.43	29.00	28.00	52.00	9.00	1	0	0	0	1
0.32	1.20	29.00	28.00	52.00	6.00	1	0	0	0	1
0.27	0.99	29.00	28.00	52.50	5.00	1	0	0	0	1
0.21	0.74	29.00	28.00	52.50	5.00	1	0	0	0	1
0.22	0.70	29.00	28.00	52.50	3.00	1	0	0	0	1
0.22	0.70	29.00	28.00	52.50	3.00	1	0	0	0	1
0.18	0.53	29.00	28.00	53.00	1.00	1	0	0	0	1
0.16	0.46	29.00	28.00	53.00	1.00	1	0	0	0	1